"@id ","O11 Eqp Manufacturer ","O11 Eqp Model ","O11 Eqp Model Num ","O11 Eqp Description ","O11 Eqp Memory ","O11 Eqp Harddrive ","O11 Eqp Processor ","O11 Eqp Features ","O11 Eqp Accessories ","O11 Eqp Toner Type ","O11 Eqp Purchase Date ","O11 Eqp Warrenty Type ","O11 Eqp Warrenty Length ","O11 Eqp Warrenty End Date ","O11 Eqp Lease Term ","O11 Eqp Term Length ","O11 Eqp Lease End Date ","O11 Eqp Service Type ","O11 Eqp Service Vendor ","O11 Eqp Service Start Date ","O11 Eqp Service Length ","O11 Eqp Type "
"","","","","","","","","","Apple Wireless Keyboard","","","","","","","","","","","","",""
"XPS139370a","Dell","XPS13","XPS139370","FY19 Dell XPS13 9370 i5","8GB LPDDR3 1866MHz","256GB M.2 PCIe SSD","8th Gen Intel Core i5-8250U","13.3” LCD","USBC to USB Adapter","","2018-07-10","ProSupport","3 YEAR","2021-07-19","","","","","","","","Laptop"
"","","","","","","","","Intel UHD Graphics 620","45 Wa Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","Killer 1435 802.11ac 2x2 ","","","","","","","","","","","","","",""
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"MacProL13","MAC","Xeon E5 Desktop","A1481","FY2019 Mac Pro Late 2013","64GB 1866 DDR3","1TB PCIe-based Flash Storage","3.5GHz 6-Core Intel Xeon E5","Dual AMD FirePro D500-3GB VRAM","","","2019-05-19","Apple Care","3 YEAR","2022-05-20","","","","","","","","Desktop"
"MBP152019a","Apple","MacBook Pro","MBP152019a","FY2020 Macbook Pro 15 2019","16GB 2400MHz DDR4","256GB Flash Storage","2.6GHz 6-core Intel Core i7","15.4"" LCD","Power Adapter","","2019-09-01","Apple Limited Warranty","3 YEAR","2022-09-02","","","","","","","","Laptop"
"","","","","","","","","Flash Storage","","","","","","","","","","","","","",""
"","","","","","","","","4 Thunderbolt 3 (USB-C) ports","","","","","","","","","","","","","",""
"","","","","","","","","Intel UHD Graphics 630","","","","","","","","","","","","","",""
"","","","","","","","","Touch Bar and Touch ID","","","","","","","","","","","","","",""
"","","","","","","","","Radeon Pro 560X with 4GB","","","","","","","","","","","","","",""
"","","","","","","","","Force Touch Trackpad","","","","","","","","","","","","","",""
"D630x","Dell","Latitude","D630x","Complete Care Replacement","2 GB DDR2","120 GB SATA II 5.4K","2.2 GHz Intel 2 Duo 800 FSB L2","WXGA+ 14.1 LCD","65-Watt Power Adapter","","2005-04-20","Next Business Day 9-5","3 YEAR","2008-04-20","","","","","","","","Laptop"
"","","","","","","","","56-WHr 6 Cell Battery","","","","","","","","","","","","","",""
"","","","","","","","","24X CDRW/DVD","","","","","","","","","","","","","",""
"","","","","","","","","Intel 3945 802.11a/g WiFi","","","","","","","","","","","","","",""
"","","","","","","","","56K v924 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Gigabit Ethernet","","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA 128MB Quadro NVS 135M","","","","","","","","","","","","","",""
"LATITUDE9410","Dell","Latitude","Latitude 9410","FY20 Dell Latitude 9410 2-in-1","16GB LPDDR3 2113MHz","265GB M.2 PCLe NVMe SSD","1.10GHz Intel Core I7-10810U","14"" FHD Touch Screen","65W Type C Power Adapter","","2021-03-22","ProSupport","3 YEAR","2024-03-30","","","","","","","","Laptop"
"","","","","","","","","Intel UHD 620 Graphics","","","","","","","","","","","","","",""
"MBAIR13M12020c","Apple","MacBook Air","MBAIR13M12020","FY21 MacBook Air13 2020","8GB memory","256GB SSD","M1 chip with 8&#8209;core CPU","13.3”" Retina LCD","USB-C Mobile Adapter","","2021-06-24","Apple Limited Warranty","3 YEAR","2024-06-25","","","","","","","","Laptop"
"","","","","","","","","Touch ID","USB-C Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt/USB 4 ports","","","","","","","","","","","","","",""
"","","","","","","","","Wi-Fi 6 and Bluetooth 5","","","","","","","","","","","","","",""
"","","","","","","","","7 core GPU","","","","","","","","","","","","","",""
"MBP132020c","Apple","MacBook Pro","MBP132020a","MacBook Pro13 2020 - FY21","16GB unified memory","256GB SSD","Apple M1 chip with 8-core CPU","13.3”" Retina LCD","USB-C Power Adapter","","2021-07-05","Apple Limited Warranty","3 YEAR","2024-07-05","","","","","","","","Laptop"
"","","","","","","","","Touch ID","","","","","","","","","","","","","",""
"","","","","","","","","2 USB 4/ Thunderbolt port","","","","","","","","","","","","","",""
"","","","","","","","","8-core GPU","","","","","","","","","","","","","",""
"XPS139305C","Dell","XPS13","XPS139305","FY21 Dell XPS13 9305 i7","8GB LPDDR3 1866MHz","256GB M.2 PCIe SSD","11th Gen Intel Core i7-1165G7","13.3” LCD","65 W (USB Type-C)","","2021-08-19","ProSupport","3 YEAR","2024-06-02","","","","","","","","Laptop"
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Xe Graphics","","","","","","","","","","","","","",""
"","","","","","","","","Intel Killer 1650W","","","","","","","","","","","","","",""
"XPS139305e","Dell","XPS13","XPS139305","FY22 Dell XPS13 9305 i5","8GB 4267MHz LPDDR4x","256GB M.2 PCIe SSD","11th Gen Intel Core i5-1135G7","13.3” LCD","65 W (USB Type-C)","","2022-03-23","ProSupport","3 YEAR","2025-03-24","","","","","","","","Laptop"
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Xe Graphics","","","","","","","","","","","","","",""
"","","","","","","","","Intel Killer 1650W","","","","","","","","","","","","","",""
"MBP13M22022","Apple","MacBook Pro","MBP132022","FY23 MacBook Pro 13 M2 2022","8GB unified memory","512GB SSD","Apple M2 chip with 8-core CPU","Touch ID","67W USB-C Power Adapter","","2022-12-07","Apple Limited Warranty","3 YEAR","2025-12-06","","","","","","","","Laptop"
"","","","","","","","","10 Core GPU","USB-C Charge Cable","","","","","","","","","","","","",""
"","","","","","","","","13.3”" Retina LED","","","","","","","","","","","","","",""
"","","","","","","","","Two Thunderbolt / USB 4 ports","","","","","","","","","","","","","",""
"","","","","","","","","Headphone Jack","","","","","","","","","","","","","",""
"","","","","","","","","WiFi 6 and Bluetooth 5.0","","","","","","","","","","","","","",""
"Mac Pro","MAC","Xeon 64-Bit Desktop","A1186","Mac Pro - 64-bit Intel Xeon","1GB 667 DDR2","500GB","3GHz Quad-Core Intel Xeon","","","","2007-09-27","Apple Care","3 YEAR","2010-09-27","","","","","","","","Desktop"
"D600iL","Dell","Latitude","D600i","Loaner","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-08-01","Next Day Business Day On-Site","3 YEAR","2007-08-10","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Ethernet LAN ","","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"D620f","Dell","Latitude","D620f","FY2008 First Shipment","1 GB DDR2","60 GB SATA II 5.4K","2.0 GHz Intel 2 Duo 667 FSB L2","WXGA+ 14.1 LCD","65-Watt Power Adapter","","2006-11-10","Next Business Day 9-5","4 YEAR","2011-04-03","","","","","","","","Laptop"
"","","","","","","","","56-WHr 6 Cell Battery","","","","","","","","","","","","","",""
"","","","","","","","","24X CDRW/DVD","","","","","","","","","","","","","",""
"","","","","","","","","Intel 3945 802.11a/g WiFi","","","","","","","","","","","","","",""
"","","","","","","","","56K v924 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Gigabit Ethernet","","","","","","","","","","","","","",""
"","","","","","","","","Nvidia Quadro 110M 256 MB","","","","","","","","","","","","","",""
"M65","Dell","Precision","M65","Student Life for Chapel","1 GB DDR2 PC2400 SDRAM","60GB SATA2 7200 rpm","2.0 GHz Intel CoreDuo","10/100/1000 Ethernet LAN ","90-Watt AC Power Adapter","","2006-09-15","Next Day Business Day On-Site","3 YEAR","2009-09-14","","","","","","","","Laptop"
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA QuadroFX 350M 512MB","","","","","","","","","","","","","",""
"","","","","","","","","15.4""WSXGA+ LCD","","","","","","","","","","","","","",""
"","","","","","","","","Intel 3945 A/G Wireless NIC","","","","","","","","","","","","","",""
"iPodTouch2009","Apple","iPod Touch","MA627LL-B","FY2009 iPod Touch Model A","","16 GB","","","USB 2.0 cable","","2008-06-30","Apple Limited Warranty","1 YEAR","2009-06-29","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"G4","MAC","G4","","MAC G4 Desktop","","","","","","","","","","","","","","","","","","Desktop"
"LATITUDE","Dell","Latitude","D600","Dell Laptop 2004 Model","","","","","","","","","","","","","","","","","","Laptop"
"D610d","Dell","Latitude","D610d","FY2006 - First Shipment","512 MB DDR2 PC2400 SDRAM","60GB EIDE/ATA 100 5400 rpm","1.8 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2005-04-20","Next Day Business Day On-Site","3 YEAR","2008-04-20","","","","","","","","Laptop"
"","","","","","","","","10/100/1000 Ethernet LAN ","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"","","","","","","","","Intel PRO/Wireless 2915 ABG","","","","","","","","","","","","","",""
"SC420","Dell","PowerEdge","SC-420","Dell Server Class 420","1 GB DDR2 400MHz (2x512)","80 GB SATA 7200 RPM","3.4 GHz","48x CD-ROM","PS/2 Mouse w/scroll","","2005-03-23","Same Day 4-hour 8x5 P&L","3 YEAR","2007-03-22","","","","","","","","Server"
"","","","","","","","","On-Board NIC","Standard Keyboard","","","","","","","","","","","","",""
"CA6050G","Canon","CA6050G","","Canon CA6050G Copier","","","","","","","","","","","","","","","","","","Copier"
"D600b","Dell","Latitude","D600b","FY2005 - 2nd Shipment","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-03-05","Next Day Business Day On-Site","3 YEAR","2007-04-01","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Ethernet LAN ","","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"XD200U","Mitsubishi","XD200U","XD200U","Mitsubishi XD200U Projector","","","","","","","","","","","","","","","","","","Projector"
"iPod_2010_8d","Apple","iPod Touch","MC086LL-A","FY2010 iPod Touch G3 Model D","","8 GB","","","USB 2.0 cable","","2009-12-04","Apple Limited Warranty","1 YEAR","2010-12-01","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"iPod_2011_8x","Apple","iPod Touch","MC086LL-A","FY2011 iPod G3 8GB Exchange","","8 GB","","","USB 2.0 cable","","2010-08-23","Apple Limited Warranty","1 YEAR","2011-08-22","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"MB13M10g","Apple","MacBook","MB13M10g","FY2012 MacBook Mid 2010","2GB 1066 DDR3","250 GB","2.4 GHz Core Duo","DVD-RW","Power Adapter","","2011-12-27","Apple Limited Warranty","3 YEAR","2014-12-28","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-DVI to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","nVidia GeForce 320M","","","","","","","","","","","","","",""
"MBP13M09f","Apple","MacBook Pro","MBP13M09f","FY2010 MacBook Pro 13 Mid 2009","2GB 1066 DDR3","160 GB 5400RPM","2.26 GHz Core 2 Duo","13.3”" LCD","Power Adapter","","2010-01-15","Apple Limited Warranty","3 YEAR","2013-01-14","","","","","","","","Laptop"
"","","","","","","","","GeForce 9400M","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","SuperDrive","","","","","","","","","","","","","",""
"iMac27M10a","Apple","iMac","iMac27M10a","FY2011 iMAC  27""  LED","2 x 2GB","1 TB","2.93 GHz Quad-Core Intel i7","8x Double-Layer SuperDrive","Apple Magic Mouse","","2010-07-27","Apple Care","3 YEAR","2013-07-26","","","","","","","","Desktop"
"","","","","","","","","ATI Radeon HD 5750 1GB GDDR5","Apple Wireless Keyboard","","","","","","","","","","","","",""
"MB13E08c","Apple","MacBook","MB13E08c","FY2009 Model MacBook 2nd NSO","2GB 667 DDR2","160 GB","2.4 GHz Core Duo","DVD-RW","Power Adapter","","2008-05-07","Apple Limited Warranty","1 YEAR","2009-05-06","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","","","","","","","","","","","","","",""
"MBP15E08a","Apple","MacBook Pro","MBP15E08a","FY2009 MacBook Pro","2GB 667 DDR2","200 GB","2.4 GHz Core 2 Duo","DVD-RW","Power Adapter","","2008-03-28","Apple Limited Warranty","1 YEAR","2009-03-27","","","","","","","","Laptop"
"","","","","","","","","GForce 8600M 256 MB VRAM","","","","","","","","","","","","","",""
"","","","","","","","","15.4"" LCD","","","","","","","","","","","","","",""
"iPad3_2013_32Ca","Apple","iPad","MD367LL-A","FY2013 iPad3 WIFI 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2012-08-05","Apple Limited Warranty","1 YEAR","2014-08-06","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"OptiPlexGX270a","Dell","OptiPlex","GX 270","HSH Lab Sm Minitower Desktop","512 MB (2x256)","80 GB","2.8 GHz","2.8 GHz P4 w/800 FSB","17"" Flat Panel Monitor","","2004-07-09","8-5 Next Business Day","3 YEAR","2007-07-08","","","","","","","","Desktop"
"","","","","","","","","10/100/1000 Integrated NIC","Dell USB Keyboard","","","","","","","","","","","","",""
"","","","","","","","","3.5"" Floppy Drive","Dell Optical Mouse","","","","","","","","","","","","",""
"","","","","","","","","Nvidia FX5200 128 MB Video","","","","","","","","","","","","","",""
"","","","","","","","","512 MB DDR  333 MHz","","","","","","","","","","","","","",""
"MBP15M12b","Apple","MacBook Pro","MBP15M12b","FY2013 MacBook Pro 15 Mid 2012","4GB 1600MHz DDR3","500GB 5400RPM","2.3GHz quad-core Intel Core i7","SuperDrive","Power Adapter","","2012-08-27","Apple Limited Warranty","3 YEAR","2015-08-28","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","AMD Radeon HD 6490M","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"iPad3_2013_64Wa","Apple","iPad","MC707LL-A","FY2013 iPad3 WiFi 64 GB","","64 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2012-09-26","Apple Limited Warranty","1 YEAR","2013-09-27","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"iPadA_2014_32Ca","Apple","iPad","MF003LL-A","FY2013 iPadA WIFI+4G 32 GB","","32 GB","","WiFi (802.11 a/b/g/n)","10W USB Power Adapter","","2013-12-01","Apple Limited Warranty","1 YEAR","2014-12-02","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","Lightning to USB Cable","","","","","","","","","","","","",""
"iMac27L13b","Apple","iMac","iMac27L13b","FY2015 iMAC  27""  LED","16 GB","1 TB Fusion","3.2 GHz quad-core Intel i5","Built-In FaceTime HD camera","Apple Magic Mouse","","2014-08-14","Apple Care","3 YEAR","2017-08-15","","","","","","","","Desktop"
"","","","","","","","","Two Thunderbolt ports","Apple Wireless Keyboard","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA GeForce GT 755M graphic","","","","","","","","","","","","","",""
"MBP13M12j","Apple","MacBook Pro","MBP13M12i","FY2015 MacBook Pro 13 Mid 2012","8GB 1600MHz DDR3","500GB 5400RPM","2.5GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2014-08-20","Apple Limited Warranty","3 YEAR","2017-08-21","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"AppleWatch_42mm","Apple","AppleWatch","MJ3T2LL-A","Apple Watch Sport 42mm FY2016","","","","","USB 2.0 cable","","2016-04-17","Apple Limited Warranty","2 YEAR","2018-04-18","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"","","","","","","","","","USB Power Adapter","","","","","","","","","","","","",""
"MBRR13E15e","Apple","MacBook Pro","MBPR13M15e","FY16 MacBook Pro Retina 13 E15","16GB 1866MHZ LPDDR3 SDRAM","256GB 5400RPM","3.1GHz dual-core Intel Core i7","13.3”" LCD","Power Adapter","","2015-12-22","Apple Limited Warranty","3 YEAR","2019-06-02","","","","","","","","Laptop"
"","","","","","","","","Thunderbolt Port","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Graphics 6100","","","","","","","","","","","","","",""
"","","","","","","","","HDMI video output","","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"iMac27R5KL15b","Apple","iMac","iMac27R5KL15b","FY2017 iMAC 27"" Retina 5K","16 GB 1600MHz DDR3","1 TB Fusion Drive","4.0 GHz quad-core Intel i5","Built-In FaceTime HD camera","Apple Magic Mouse","","2016-08-13","Apple Care","3 YEAR","2019-08-14","","","","","","","","Desktop"
"","","","","","","","","Two Thunderbolt ports","Apple Wireless Keyboard","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"","","","","","","","","Four USB 3 ports","","","","","","","","","","","","","",""
"","","","","","","",""," AMD Radeon R9 M390 w/2GB","","","","","","","","","","","","","",""
"MBAIR13E15f","Apple","MacBook Air","MBAIR13E15f","FY2017 13 MBAir Ear 2015","8 GB  DDR3","256 GB","1.6GHz dual-core Intel Core i5","13.3”" LCD","Power Adapter","","2016-09-10","Apple Limited Warranty","3 YEAR","2019-09-11","","","","","","","","Laptop"
"","","","","","","","","Solid State Hard Drive","Video Adapter","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"XPS139365a","Dell","XPS13","XPS139365","FY18 Dell XPS13 9365 2-in-1 i7","16GB LPDDR3 1866MHz","512GB M.2 PCIe SSD","3.6 GHz Intel Core i7-7Y75","13.3” LCD","USBC to USB Adapter","","2017-06-05","ProSupport","3 YEAR","2020-06-06","","","","","","","","Laptop"
"","","","","","","",""," Intel(R) HD Graphics 615","30W Power Adapter","","","","","","","","","","","","",""
"iPad7Gen_128W","Apple","iPad","MW772LL-A","FY2020 iPad WIFI 128 GB","","128 GB","","WiFi (802.11 a/b/g/n)","10W USB Power Adapter","","2020-03-03","Apple Limited Warranty","1 YEAR","2021-03-04","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","Lightning to USB cable","","","","","","","","","","","","",""
"Inspiron3264","Dell","Inspiron 3264","Inspiron 3264","FY18 Dell Inspiron 3264 AIO","4GB LPDDR3 1866MHz","1TB Hard Drive","Intel Core i3-7100U","21.5"" Full HD Display","125V Power Cord","","2017-09-14","Premium Support","3 YEAR","2020-09-15","","","","","","","","Desktop"
"","","","","","","","","Integrated Intel HD Graphics","","","","","","","","","","","","","",""
"XPS139370b","Dell","XPS13","XPS139370","FY19 Dell XPS13 9370 i5","8GB LPDDR3 1866MHz","256GB M.2 PCIe SSD","8th Gen Intel Core i5-8250U","13.3” LCD","USBC to USB Adapter","","2018-09-01","ProSupport","3 YEAR","2021-09-02","","","","","","","","Laptop"
"","","","","","","","","Intel UHD Graphics 620","45 Wa Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","Killer 1435 802.11ac 2x2 ","","","","","","","","","","","","","",""
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"GamerXtreme3000","Dell","C Series","","FY20 GamerXtreme3000","8GB DDR4 3000 SODIMM","512GB SSD","3.6 GHz Intel Core i7-9700K","HDMI port","125V Power Cord","","2019-08-01","Manufacturer Warranty","3 YEAR","2022-08-02","","","","","","","","Desktop"
"","","","","","","","","Zotac NVIDIA GeForce RTX 2060 ","","","","","","","","","","","","","",""
"","","","","","","","","2TB Seagate HDD","","","","","","","","","","","","","",""
"OptiPlexGX280c","Dell","OptiPlex","GX 280","Sm Minitower Desktop","1 GB (2x512)","80 GB SATA","3.0 GHz w/800 FSB","10/100/1000 Integrated NIC","Dell USB Keyboard","","2005-05-24","8-5 Next Business Day","3 YEAR","2008-05-23","","","","","","","","Desktop"
"","","","","","","","","3.5"" Floppy Drive","Dell Optical Mouse","","","","","","","","","","","","",""
"","","","","","","","","16xDVD/48x CD-RW combo","1704 FPT monotor","","","","","","","","","","","","",""
"","","","","","","","","ATI X300 128MB video card","","","","","","","","","","","","","",""
"iPadP12.9_2021a","Apple","iPad","MXAV2LL-A","FY2021 iPad Pro 12.9 WIFI 512G","","512 GB","","WiFi (802.11 a/b/g/n)","USB-C Charge Cable","","2020-08-16","Apple Limited Warranty","1 YEAR","2021-08-17","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","USB-C Power Adapter","","","","","","","","","","","","",""
"iMac27R2020a","Apple","iMac","iMac27R5K17a","FY2021 iMac 27"" Retina","16GB 2666MHz DDR4","512 GB SSD","3.3GHz 6-core Intel Core i5","Built-In FaceTime HD camera","Apple Magic Mouse","","2020-08-22","Apple Care","3 YEAR","2023-08-24","","","","","","","","Desktop"
"","","","","","","","","Four USB 3 ports","Apple Wireless Keyboard","","","","","","","","","","","","",""
"","","","","","","","","4 USB-C Ports","","","","","","","","","","","","","",""
"","","","","","","","","SD Card Slot","","","","","","","","","","","","","",""
"","","","","","","","","Radeon Pro 5300 w/ 4GB GDDR6","","","","","","","","","","","","","",""
"iMac21.5R2021b","Apple","iMac","iMac21.5R4K19","FY2021 iMac 2.15"" Retina 4K","8GB 2666MHz DDR4","256GB SSD","3.0GHZ 6-Core Intel i5","Radeon Pro 560Z with 4GB VRAM","Apple Magic Mouse","","2021-04-22","Apple Care","3 YEAR","2024-04-22","","","","","","","","Desktop"
"","","","","","","","","Built-in Facetime Camera","Apple Wireless Keyboard","","","","","","","","","","","","",""
"","","","","","","","","Two Thunderbolt 3 USB-C Ports","","","","","","","","","","","","","",""
"","","","","","","","","SDXC Card Slot","","","","","","","","","","","","","",""
"","","","","","","","","Four USB-","","","","","","","","","","","","","",""
"","","","","","","","","Four USB-A Ports","","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000BASE-T Ethernet","","","","","","","","","","","","","",""
"","","","","","","","","802.11 ac Wi-Fi","","","","","","","","","","","","","",""
"","","","","","","","","Bluetooth 4.2","","","","","","","","","","","","","",""
"","","","","","","","","headphone jack","","","","","","","","","","","","","",""
"MBAIR13M12020d","Apple","MacBook Air","MBAIR13M12020","FY22 MacBook Air13 2020","8GB memory","256GB SSD","M1 chip with 8-core CPU","13.3”" Retina LCD","USB-C Mobile Adapter","","2021-08-02","Apple Limited Warranty","3 YEAR","","","","","","","","","Laptop"
"","","","","","","","","Touch ID","USB-C Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt/USB 4 ports","","","","","","","","","","","","","",""
"","","","","","","","","Wi-Fi 6 and Bluetooth 5","","","","","","","","","","","","","",""
"","","","","","","","","7 core GPU","","","","","","","","","","","","","",""
"XPS139305D","Dell","XPS13","XPS139305","FY21 Dell XPS13 9305 i7","8GB LPDDR3 1866MHz","256GB M.2 PCIe SSD","11th Gen Intel Core i7-1165G7","13.3” LCD","65 W (USB Type-C)","","2021-10-05","ProSupport","3 YEAR","2024-10-05","","","","","","","","Laptop"
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Xe Graphics","","","","","","","","","","","","","",""
"","","","","","","","","Intel Killer 1650W","","","","","","","","","","","","","",""
"MBP132020d","Apple","MacBook Pro","MBP132020d","FY22 MacBook Pro13 2020","16GB unified memory","512GB SSD","Apple M1 chip with 8-core CPU","13.3”" Retina LCD","USB-C Power Adapter","","2022-03-03","Apple Limited Warranty","3 YEAR","2025-03-04","","","","","","","","Laptop"
"","","","","","","","","Touch ID","","","","","","","","","","","","","",""
"","","","","","","","","2 USB 4/ Thunderbolt port","","","","","","","","","","","","","",""
"","","","","","","","","8-core GPU","","","","","","","","","","","","","",""
"","","","","","","","","8-core CPU","","","","","","","","","","","","","",""
"XPS139305f","Dell","XPS13","XPS139305","FY22 Dell XPS13 9305 i7","8GB LPDDR3 2133MHz","256GB M.2 PCIe SSD","8th Gen Intel Core i7-8565U","13.3” LCD","45 Watt AC Adapter","","2022-04-18","ProSupport","3 YEAR","2025-04-17","","","","","","","","Laptop"
"","","","","","","","","52WHr Battery","","","","","","","","","","","","","",""
"","","","","","","","","Intel (R) UHD Graphics 620","","","","","","","","","","","","","",""
"","","","","","","","","Killer 1435 802.11ac 2x2","","","","","","","","","","","","","",""
"MM2023(2)a","Apple","Mac Mini","Z16L000JW","FY24 Mac Mini M2 Pro 2023","16 GB Unified","512 GB SSD","8c CPU","HDMI port","Power Adapter","","2023-08-01","Apple Limited Warranty","3 YEAR","","","","","","","","","Desktop"
"","","","","","","","","1 GB Ethernet Port","","","","","","","","","","","","","",""
"","","","","","","","","Two USB A Ports","","","","","","","","","","","","","",""
"","","","","","","","","WiFi 6E & Bluetooth 5.3","","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt Ports","","","","","","","","","","","","","",""
"APencil1_2023","Apple","Pencil","MQLY3AM/A","FY2024 Apple Pencil","","","","","","","2023-08-01","Apple Limited Warranty","3 YEAR","2026-08-01","","","","","","","","Handheld"
"LJ 4050TN","HP","LJ 4050TN","","HP 4050TN Laserjet Printer","","","","","","","","","","","","","","","","","","Printer"
"OptiPlexGX280d","Dell","OptiPlex","GX 280","Sm Minitower Desktop","512 GB (1x512)","40 GB SATA, 160 GB SATA","3.0 GHz w/800 FSB","10/100/1000 Integrated NIC","Dell USB Keyboard","","2005-07-08","8-5 Next Business Day","3 YEAR","2008-07-08","","","","","","","","Desktop"
"","","","","","","","","3.5"" Floppy Drive","Dell Optical Mouse","","","","","","","","","","","","",""
"","","","","","","","","16xDVD/48x CD-RW combo","1704 FPT monotor","","","","","","","","","","","","",""
"","","","","","","","","ATI X300 128MB video card","","","","","","","","","","","","","",""
"X3200","MCSi","X3200","MC-X3200","MCSi X3200 Projector","","","","","","","","","","","","","","","","","","Projector"
"3300MP","Dell","3300MP","","Dell 3300MP Portable","","","","","","","2005-05-22","NBD 8x5","3 YEAR","2008-05-21","","","","","","","","Projector"
